original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
4276,numeric,Numeric: ID 4276,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4277,numeric,Numeric: ID 4277,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4278,numeric,Numeric: ID 4278,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4279,numeric,Numeric: ID 4279,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4280,numeric,Numeric: ID 4280,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4281,numeric,Numeric: ID 4281,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4282,numeric,Numeric: ID 4282,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4283,numeric,Numeric: ID 4283,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4284,numeric,Numeric: ID 4284,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4285,numeric,Numeric: ID 4285,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4286,numeric,Numeric: ID 4286,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4287,numeric,Numeric: ID 4287,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4288,numeric,Numeric: ID 4288,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4289,numeric,Numeric: ID 4289,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4290,numeric,Numeric: ID 4290,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4291,numeric,Numeric: ID 4291,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4292,numeric,Numeric: ID 4292,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4293,numeric,Numeric: ID 4293,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4294,numeric,Numeric: ID 4294,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4295,numeric,Numeric: ID 4295,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4296,numeric,Numeric: ID 4296,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4297,numeric,Numeric: ID 4297,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4298,numeric,Numeric: ID 4298,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4299,numeric,Numeric: ID 4299,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4300,numeric,Numeric: ID 4300,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4301,numeric,Numeric: ID 4301,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4302,numeric,Numeric: ID 4302,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4303,numeric,Numeric: ID 4303,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4304,numeric,Numeric: ID 4304,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4305,numeric,Numeric: ID 4305,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4306,numeric,Numeric: ID 4306,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4307,numeric,Numeric: ID 4307,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4308,numeric,Numeric: ID 4308,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4309,numeric,Numeric: ID 4309,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4310,numeric,Numeric: ID 4310,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4311,numeric,Numeric: ID 4311,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4312,numeric,Numeric: ID 4312,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4313,numeric,Numeric: ID 4313,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4314,numeric,Numeric: ID 4314,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4315,numeric,Numeric: ID 4315,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4316,numeric,Numeric: ID 4316,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4317,numeric,Numeric: ID 4317,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4318,numeric,Numeric: ID 4318,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4319,numeric,Numeric: ID 4319,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4320,numeric,Numeric: ID 4320,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4321,numeric,Numeric: ID 4321,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4322,numeric,Numeric: ID 4322,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4323,numeric,Numeric: ID 4323,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4324,numeric,Numeric: ID 4324,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4325,numeric,Numeric: ID 4325,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4326,numeric,Numeric: ID 4326,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4327,numeric,Numeric: ID 4327,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4328,numeric,Numeric: ID 4328,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4329,numeric,Numeric: ID 4329,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4330,numeric,Numeric: ID 4330,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4331,numeric,Numeric: ID 4331,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4332,numeric,Numeric: ID 4332,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4333,numeric,Numeric: ID 4333,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4334,numeric,Numeric: ID 4334,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4335,numeric,Numeric: ID 4335,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4336,numeric,Numeric: ID 4336,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4337,numeric,Numeric: ID 4337,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4338,numeric,Numeric: ID 4338,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4339,numeric,Numeric: ID 4339,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4340,numeric,Numeric: ID 4340,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4341,numeric,Numeric: ID 4341,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4342,numeric,Numeric: ID 4342,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4343,numeric,Numeric: ID 4343,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4344,numeric,Numeric: ID 4344,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4345,numeric,Numeric: ID 4345,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4346,numeric,Numeric: ID 4346,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4347,numeric,Numeric: ID 4347,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4348,numeric,Numeric: ID 4348,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4349,numeric,Numeric: ID 4349,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4350,numeric,Numeric: ID 4350,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4351,numeric,Numeric: ID 4351,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4352,numeric,Numeric: ID 4352,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4353,numeric,Numeric: ID 4353,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4354,numeric,Numeric: ID 4354,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4355,numeric,Numeric: ID 4355,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4356,numeric,Numeric: ID 4356,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4357,numeric,Numeric: ID 4357,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4358,numeric,Numeric: ID 4358,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4359,numeric,Numeric: ID 4359,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4360,numeric,Numeric: ID 4360,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4361,numeric,Numeric: ID 4361,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4362,numeric,Numeric: ID 4362,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4363,numeric,Numeric: ID 4363,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4364,numeric,Numeric: ID 4364,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4365,numeric,Numeric: ID 4365,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4366,numeric,Numeric: ID 4366,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4367,numeric,Numeric: ID 4367,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4368,numeric,Numeric: ID 4368,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4369,numeric,Numeric: ID 4369,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4370,numeric,Numeric: ID 4370,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4371,numeric,Numeric: ID 4371,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4372,numeric,Numeric: ID 4372,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4373,numeric,Numeric: ID 4373,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4374,numeric,Numeric: ID 4374,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4375,numeric,Numeric: ID 4375,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4376,numeric,Numeric: ID 4376,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4377,numeric,Numeric: ID 4377,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4378,numeric,Numeric: ID 4378,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4379,numeric,Numeric: ID 4379,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4380,numeric,Numeric: ID 4380,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4381,numeric,Numeric: ID 4381,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4382,numeric,Numeric: ID 4382,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4383,numeric,Numeric: ID 4383,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4384,numeric,Numeric: ID 4384,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4385,numeric,Numeric: ID 4385,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4386,numeric,Numeric: ID 4386,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4387,numeric,Numeric: ID 4387,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4388,numeric,Numeric: ID 4388,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4389,numeric,Numeric: ID 4389,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4390,numeric,Numeric: ID 4390,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4391,numeric,Numeric: ID 4391,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4392,numeric,Numeric: ID 4392,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4393,numeric,Numeric: ID 4393,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4394,numeric,Numeric: ID 4394,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4395,numeric,Numeric: ID 4395,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4396,numeric,Numeric: ID 4396,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4397,numeric,Numeric: ID 4397,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4398,numeric,Numeric: ID 4398,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4399,numeric,Numeric: ID 4399,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4400,numeric,Numeric: ID 4400,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4401,numeric,Numeric: ID 4401,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4402,numeric,Numeric: ID 4402,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4403,numeric,Numeric: ID 4403,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4404,numeric,Numeric: ID 4404,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4405,numeric,Numeric: ID 4405,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4406,numeric,Numeric: ID 4406,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4407,numeric,Numeric: ID 4407,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4408,numeric,Numeric: ID 4408,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4409,numeric,Numeric: ID 4409,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4410,numeric,Numeric: ID 4410,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4411,numeric,Numeric: ID 4411,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4412,numeric,Numeric: ID 4412,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4413,numeric,Numeric: ID 4413,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4414,numeric,Numeric: ID 4414,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4415,numeric,Numeric: ID 4415,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4416,numeric,Numeric: ID 4416,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4417,numeric,Numeric: ID 4417,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4418,numeric,Numeric: ID 4418,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4419,numeric,Numeric: ID 4419,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4420,numeric,Numeric: ID 4420,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4421,numeric,Numeric: ID 4421,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4422,numeric,Numeric: ID 4422,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4423,numeric,Numeric: ID 4423,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4424,numeric,Numeric: ID 4424,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4425,numeric,Numeric: ID 4425,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4426,numeric,Numeric: ID 4426,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4427,numeric,Numeric: ID 4427,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4428,numeric,Numeric: ID 4428,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4429,numeric,Numeric: ID 4429,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4430,numeric,Numeric: ID 4430,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4431,numeric,Numeric: ID 4431,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4432,numeric,Numeric: ID 4432,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4433,numeric,Numeric: ID 4433,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4434,numeric,Numeric: ID 4434,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4435,numeric,Numeric: ID 4435,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4436,numeric,Numeric: ID 4436,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4437,numeric,Numeric: ID 4437,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4438,numeric,Numeric: ID 4438,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4439,numeric,Numeric: ID 4439,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4440,numeric,Numeric: ID 4440,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4441,numeric,Numeric: ID 4441,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4442,numeric,Numeric: ID 4442,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4443,numeric,Numeric: ID 4443,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4444,numeric,Numeric: ID 4444,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4445,numeric,Numeric: ID 4445,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4446,numeric,Numeric: ID 4446,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4447,numeric,Numeric: ID 4447,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4448,numeric,Numeric: ID 4448,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4449,numeric,Numeric: ID 4449,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4450,numeric,Numeric: ID 4450,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4451,numeric,Numeric: ID 4451,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4452,numeric,Numeric: ID 4452,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4453,numeric,Numeric: ID 4453,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4454,numeric,Numeric: ID 4454,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4455,numeric,Numeric: ID 4455,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4456,numeric,Numeric: ID 4456,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4457,numeric,Numeric: ID 4457,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4458,numeric,Numeric: ID 4458,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4459,numeric,Numeric: ID 4459,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4460,numeric,Numeric: ID 4460,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4461,numeric,Numeric: ID 4461,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4462,numeric,Numeric: ID 4462,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4463,numeric,Numeric: ID 4463,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4464,numeric,Numeric: ID 4464,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4465,numeric,Numeric: ID 4465,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4466,numeric,Numeric: ID 4466,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4467,numeric,Numeric: ID 4467,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4468,numeric,Numeric: ID 4468,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4469,numeric,Numeric: ID 4469,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4470,numeric,Numeric: ID 4470,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4471,numeric,Numeric: ID 4471,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4472,numeric,Numeric: ID 4472,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4473,numeric,Numeric: ID 4473,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4474,numeric,Numeric: ID 4474,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4475,numeric,Numeric: ID 4475,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4476,numeric,Numeric: ID 4476,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4477,numeric,Numeric: ID 4477,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4478,numeric,Numeric: ID 4478,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4479,numeric,Numeric: ID 4479,7045,"Younger, Fewer Partners, Gender Balanced",7048,"Younger, Single Customers: Engagement Focus"
4480,numeric,Numeric: ID 4480,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4481,numeric,Numeric: ID 4481,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4482,numeric,Numeric: ID 4482,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4483,numeric,Numeric: ID 4483,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4484,numeric,Numeric: ID 4484,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4485,numeric,Numeric: ID 4485,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4486,numeric,Numeric: ID 4486,7044,"Balanced Demographics, Average Customer",7047,"Diverse Demographics, Average Customer Base"
4487,numeric,Numeric: ID 4487,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4488,numeric,Numeric: ID 4488,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4489,numeric,Numeric: ID 4489,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4490,numeric,Numeric: ID 4490,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4491,numeric,Numeric: ID 4491,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4492,numeric,Numeric: ID 4492,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
4493,numeric,Numeric: ID 4493,7046,"Neutral Demographic Mix, Partner Inclined",7047,"Diverse Demographics, Average Customer Base"
