original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
2673,numeric,Numeric: ID 2673,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2674,numeric,Numeric: ID 2674,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2675,numeric,Numeric: ID 2675,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2676,numeric,Numeric: ID 2676,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2677,numeric,Numeric: ID 2677,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2678,numeric,Numeric: ID 2678,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2679,numeric,Numeric: ID 2679,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2680,numeric,Numeric: ID 2680,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2681,numeric,Numeric: ID 2681,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2682,numeric,Numeric: ID 2682,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2683,numeric,Numeric: ID 2683,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2684,numeric,Numeric: ID 2684,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2685,numeric,Numeric: ID 2685,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2686,numeric,Numeric: ID 2686,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2687,numeric,Numeric: ID 2687,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2688,numeric,Numeric: ID 2688,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2689,numeric,Numeric: ID 2689,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2690,numeric,Numeric: ID 2690,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2691,numeric,Numeric: ID 2691,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2692,numeric,Numeric: ID 2692,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2693,numeric,Numeric: ID 2693,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2694,numeric,Numeric: ID 2694,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2695,numeric,Numeric: ID 2695,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2696,numeric,Numeric: ID 2696,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2697,numeric,Numeric: ID 2697,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2698,numeric,Numeric: ID 2698,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2699,numeric,Numeric: ID 2699,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2700,numeric,Numeric: ID 2700,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2701,numeric,Numeric: ID 2701,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2702,numeric,Numeric: ID 2702,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2703,numeric,Numeric: ID 2703,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2704,numeric,Numeric: ID 2704,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2705,numeric,Numeric: ID 2705,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2706,numeric,Numeric: ID 2706,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2707,numeric,Numeric: ID 2707,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2708,numeric,Numeric: ID 2708,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2709,numeric,Numeric: ID 2709,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2710,numeric,Numeric: ID 2710,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2711,numeric,Numeric: ID 2711,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2712,numeric,Numeric: ID 2712,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2713,numeric,Numeric: ID 2713,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2714,numeric,Numeric: ID 2714,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2715,numeric,Numeric: ID 2715,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2716,numeric,Numeric: ID 2716,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2717,numeric,Numeric: ID 2717,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2718,numeric,Numeric: ID 2718,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2719,numeric,Numeric: ID 2719,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2720,numeric,Numeric: ID 2720,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2721,numeric,Numeric: ID 2721,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2722,numeric,Numeric: ID 2722,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2723,numeric,Numeric: ID 2723,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2724,numeric,Numeric: ID 2724,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2725,numeric,Numeric: ID 2725,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2726,numeric,Numeric: ID 2726,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2727,numeric,Numeric: ID 2727,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2728,numeric,Numeric: ID 2728,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2729,numeric,Numeric: ID 2729,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2730,numeric,Numeric: ID 2730,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2731,numeric,Numeric: ID 2731,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2732,numeric,Numeric: ID 2732,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2733,numeric,Numeric: ID 2733,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2734,numeric,Numeric: ID 2734,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2735,numeric,Numeric: ID 2735,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2736,numeric,Numeric: ID 2736,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2737,numeric,Numeric: ID 2737,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2738,numeric,Numeric: ID 2738,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2739,numeric,Numeric: ID 2739,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2740,numeric,Numeric: ID 2740,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2741,numeric,Numeric: ID 2741,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2742,numeric,Numeric: ID 2742,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2743,numeric,Numeric: ID 2743,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2744,numeric,Numeric: ID 2744,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2745,numeric,Numeric: ID 2745,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2746,numeric,Numeric: ID 2746,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2747,numeric,Numeric: ID 2747,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2748,numeric,Numeric: ID 2748,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2749,numeric,Numeric: ID 2749,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2750,numeric,Numeric: ID 2750,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2751,numeric,Numeric: ID 2751,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2752,numeric,Numeric: ID 2752,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2753,numeric,Numeric: ID 2753,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2754,numeric,Numeric: ID 2754,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2755,numeric,Numeric: ID 2755,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2756,numeric,Numeric: ID 2756,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2757,numeric,Numeric: ID 2757,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2758,numeric,Numeric: ID 2758,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2759,numeric,Numeric: ID 2759,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2760,numeric,Numeric: ID 2760,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2761,numeric,Numeric: ID 2761,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2762,numeric,Numeric: ID 2762,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2763,numeric,Numeric: ID 2763,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2764,numeric,Numeric: ID 2764,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2765,numeric,Numeric: ID 2765,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2766,numeric,Numeric: ID 2766,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2767,numeric,Numeric: ID 2767,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2768,numeric,Numeric: ID 2768,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2769,numeric,Numeric: ID 2769,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2770,numeric,Numeric: ID 2770,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2771,numeric,Numeric: ID 2771,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2772,numeric,Numeric: ID 2772,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2773,numeric,Numeric: ID 2773,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2774,numeric,Numeric: ID 2774,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2775,numeric,Numeric: ID 2775,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2776,numeric,Numeric: ID 2776,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2777,numeric,Numeric: ID 2777,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2778,numeric,Numeric: ID 2778,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2779,numeric,Numeric: ID 2779,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2780,numeric,Numeric: ID 2780,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2781,numeric,Numeric: ID 2781,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2782,numeric,Numeric: ID 2782,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2783,numeric,Numeric: ID 2783,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2784,numeric,Numeric: ID 2784,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2785,numeric,Numeric: ID 2785,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2786,numeric,Numeric: ID 2786,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2787,numeric,Numeric: ID 2787,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2788,numeric,Numeric: ID 2788,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2789,numeric,Numeric: ID 2789,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2790,numeric,Numeric: ID 2790,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2791,numeric,Numeric: ID 2791,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2792,numeric,Numeric: ID 2792,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2793,numeric,Numeric: ID 2793,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2794,numeric,Numeric: ID 2794,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2795,numeric,Numeric: ID 2795,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2796,numeric,Numeric: ID 2796,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2797,numeric,Numeric: ID 2797,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2798,numeric,Numeric: ID 2798,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2799,numeric,Numeric: ID 2799,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2800,numeric,Numeric: ID 2800,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2801,numeric,Numeric: ID 2801,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2802,numeric,Numeric: ID 2802,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2803,numeric,Numeric: ID 2803,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2804,numeric,Numeric: ID 2804,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2805,numeric,Numeric: ID 2805,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2806,numeric,Numeric: ID 2806,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2807,numeric,Numeric: ID 2807,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2808,numeric,Numeric: ID 2808,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2809,numeric,Numeric: ID 2809,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2810,numeric,Numeric: ID 2810,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2811,numeric,Numeric: ID 2811,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2812,numeric,Numeric: ID 2812,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2813,numeric,Numeric: ID 2813,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2814,numeric,Numeric: ID 2814,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2815,numeric,Numeric: ID 2815,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2816,numeric,Numeric: ID 2816,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2817,numeric,Numeric: ID 2817,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2818,numeric,Numeric: ID 2818,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2819,numeric,Numeric: ID 2819,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2820,numeric,Numeric: ID 2820,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2821,numeric,Numeric: ID 2821,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2822,numeric,Numeric: ID 2822,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2823,numeric,Numeric: ID 2823,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2824,numeric,Numeric: ID 2824,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2825,numeric,Numeric: ID 2825,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2826,numeric,Numeric: ID 2826,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2827,numeric,Numeric: ID 2827,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2828,numeric,Numeric: ID 2828,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2829,numeric,Numeric: ID 2829,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2830,numeric,Numeric: ID 2830,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2831,numeric,Numeric: ID 2831,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2832,numeric,Numeric: ID 2832,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2833,numeric,Numeric: ID 2833,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2834,numeric,Numeric: ID 2834,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2835,numeric,Numeric: ID 2835,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2836,numeric,Numeric: ID 2836,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2837,numeric,Numeric: ID 2837,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2838,numeric,Numeric: ID 2838,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2839,numeric,Numeric: ID 2839,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2840,numeric,Numeric: ID 2840,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2841,numeric,Numeric: ID 2841,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2842,numeric,Numeric: ID 2842,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2843,numeric,Numeric: ID 2843,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2844,numeric,Numeric: ID 2844,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2845,numeric,Numeric: ID 2845,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2846,numeric,Numeric: ID 2846,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2847,numeric,Numeric: ID 2847,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2848,numeric,Numeric: ID 2848,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2849,numeric,Numeric: ID 2849,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2850,numeric,Numeric: ID 2850,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2851,numeric,Numeric: ID 2851,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2852,numeric,Numeric: ID 2852,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2853,numeric,Numeric: ID 2853,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2854,numeric,Numeric: ID 2854,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2855,numeric,Numeric: ID 2855,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2856,numeric,Numeric: ID 2856,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2857,numeric,Numeric: ID 2857,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2858,numeric,Numeric: ID 2858,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2859,numeric,Numeric: ID 2859,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2860,numeric,Numeric: ID 2860,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2861,numeric,Numeric: ID 2861,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2862,numeric,Numeric: ID 2862,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2863,numeric,Numeric: ID 2863,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2864,numeric,Numeric: ID 2864,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2865,numeric,Numeric: ID 2865,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2866,numeric,Numeric: ID 2866,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2867,numeric,Numeric: ID 2867,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2868,numeric,Numeric: ID 2868,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2869,numeric,Numeric: ID 2869,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2870,numeric,Numeric: ID 2870,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2871,numeric,Numeric: ID 2871,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2872,numeric,Numeric: ID 2872,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2873,numeric,Numeric: ID 2873,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2874,numeric,Numeric: ID 2874,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2875,numeric,Numeric: ID 2875,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2876,numeric,Numeric: ID 2876,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2877,numeric,Numeric: ID 2877,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2878,numeric,Numeric: ID 2878,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2879,numeric,Numeric: ID 2879,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2880,numeric,Numeric: ID 2880,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2881,numeric,Numeric: ID 2881,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2882,numeric,Numeric: ID 2882,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2883,numeric,Numeric: ID 2883,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2884,numeric,Numeric: ID 2884,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2885,numeric,Numeric: ID 2885,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2886,numeric,Numeric: ID 2886,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2887,numeric,Numeric: ID 2887,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2888,numeric,Numeric: ID 2888,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
