CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,original_id,original_data_type,title,L1_cluster_id,L1_cluster_title,L2_cluster_id,L2_cluster_title
7610-TVOPG,1,United States,California,West Point,95255,"38.41935, -120.469545",38.41935,-120.469545,Male,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,No,0,73,2723,,3954,numeric,Numeric: ID 3954,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
3638-DIMPH,1,United States,California,Wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No,0,40,4369,,3955,numeric,Numeric: ID 3955,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
1845-ZLLIG,1,United States,California,Woodbridge,95258,"38.169605, -121.310964",38.169605,-121.310964,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,0,50,4014,,3956,numeric,Numeric: ID 3956,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
8559-WNQZS,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,No,0,27,5925,,3957,numeric,Numeric: ID 3957,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
1699-UOTXU,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Male,No,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,0,40,6209,,3958,numeric,Numeric: ID 3958,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
0635-WKOLD,1,United States,California,Ceres,95307,"37.553469, -120.952825",37.553469,-120.952825,Male,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,0,32,5507,,3959,numeric,Numeric: ID 3959,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5993-JSUWV,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Female,No,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,0,66,5133,,3960,numeric,Numeric: ID 3960,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
4518-FZBSX,1,United States,California,Coulterville,95311,"37.722127, -120.110174",37.722127,-120.110174,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,No,0,64,4439,,3961,numeric,Numeric: ID 3961,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5387-ASZNZ,1,United States,California,Cressey,95312,"37.420273, -120.66527",37.420273,-120.66527,Female,Yes,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,0,80,4657,,3962,numeric,Numeric: ID 3962,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
6988-CJEYV,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,0,79,6148,,3963,numeric,Numeric: ID 3963,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
3097-FQTVJ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.524721,-120.757977,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,No,0,21,5913,,3964,numeric,Numeric: ID 3964,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5465-BUBFA,1,United States,California,El Nido,95317,"37.127386, -120.506422",37.127386,-120.506422,Female,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,No,0,40,4180,,3965,numeric,Numeric: ID 3965,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
7299-GNVPL,1,United States,California,El Portal,95318,"37.654551, -119.822984",37.654551,-119.822984,Female,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,0,54,2177,,3966,numeric,Numeric: ID 3966,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
9743-DQKQW,1,United States,California,Escalon,95320,"37.818543, -121.006907",37.818543,-121.006907,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,0,58,2013,,3967,numeric,Numeric: ID 3967,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
1215-VFYVK,1,United States,California,Groveland,95321,"37.902968, -119.667544",37.902968,-119.667544,Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,0,30,2682,,3968,numeric,Numeric: ID 3968,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
9371-BITHB,1,United States,California,Gustine,95322,"37.147198, -121.120161",37.147198,-121.120161,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,No,0,43,5432,,3969,numeric,Numeric: ID 3969,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
9093-FPDLG,1,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,Female,No,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,0,52,2405,,3970,numeric,Numeric: ID 3970,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
0541-FITGH,1,United States,California,Hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424,Female,No,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,0,34,5766,,3971,numeric,Numeric: ID 3971,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
6985-HAYWX,1,United States,California,Hughson,95326,"37.5923, -120.853288",37.5923,-120.853288,Female,No,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,0,54,5168,,3972,numeric,Numeric: ID 3972,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7508-KBIMB,1,United States,California,Jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,Male,No,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,0,52,3607,,3973,numeric,Numeric: ID 3973,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
6838-HVLXG,1,United States,California,Keyes,95328,"37.555631, -120.911653",37.555631,-120.911653,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,No,0,27,4177,,3974,numeric,Numeric: ID 3974,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2277-DJJDL,1,United States,California,La Grange,95329,"37.666587, -120.411517",37.666587,-120.411517,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,0,40,4763,,3975,numeric,Numeric: ID 3975,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
1897-OKVMW,1,United States,California,Lathrop,95330,"37.80821, -121.308401",37.80821,-121.308401,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,0,43,5240,,3976,numeric,Numeric: ID 3976,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
5485-ITNPC,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.249377,-120.249581,Male,No,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,0,24,5137,,3977,numeric,Numeric: ID 3977,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
0233-FTHAV,1,United States,California,Livingston,95334,"37.361987, -120.748394",37.361987,-120.748394,Female,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765,No,0,49,5687,,3978,numeric,Numeric: ID 3978,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
4644-PIZRT,1,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,0,35,2704,,3979,numeric,Numeric: ID 3979,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
8922-NPKBJ,1,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,No,0,21,3433,,3980,numeric,Numeric: ID 3980,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2740-TVLFN,1,United States,California,Manteca,95337,"37.750822, -121.238423",37.750822,-121.238423,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,0,80,3043,,3981,numeric,Numeric: ID 3981,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7771-CFQRQ,1,United States,California,Mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,Female,No,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,0,45,5144,,3982,numeric,Numeric: ID 3982,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
9512-PHSMG,1,United States,California,Merced,95340,"37.255637, -120.493537",37.255637,-120.493537,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,No,0,71,4907,,3983,numeric,Numeric: ID 3983,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
6963-EZQEE,1,United States,California,Midpines,95345,"37.581496, -119.972762",37.581496,-119.972762,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,0,37,4097,,3984,numeric,Numeric: ID 3984,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
2452-KDRRH,1,United States,California,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,Male,Yes,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,0,28,5269,,3985,numeric,Numeric: ID 3985,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
4146-SVFUD,1,United States,California,Modesto,95351,"37.621458, -121.012295",37.621458,-121.012295,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,0,77,4864,,3986,numeric,Numeric: ID 3986,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
1564-HJUVY,1,United States,California,Modesto,95354,"37.639029, -120.964772",37.639029,-120.964772,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,0,59,2624,,3987,numeric,Numeric: ID 3987,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
3617-XLSGQ,1,United States,California,Modesto,95355,"37.672906, -120.946594",37.672906,-120.946594,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,0,28,5865,,3988,numeric,Numeric: ID 3988,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
7517-LDMPS,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,Female,No,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,0,75,4807,,3989,numeric,Numeric: ID 3989,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7244-KXYZN,1,United States,California,Modesto,95357,"37.670526, -120.877572",37.670526,-120.877572,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,No,0,20,4690,,3990,numeric,Numeric: ID 3990,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5226-NOZFC,1,United States,California,Modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,0,64,3178,,3991,numeric,Numeric: ID 3991,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
1400-WIVLL,1,United States,California,Oakdale,95361,"37.785033, -120.776141",37.785033,-120.776141,Male,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,0,24,4687,,3992,numeric,Numeric: ID 3992,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
8148-NLEGT,1,United States,California,Pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,Female,No,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,No,0,24,4650,,3993,numeric,Numeric: ID 3993,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
8347-GDTMP,1,United States,California,Ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,No,0,78,5113,,3994,numeric,Numeric: ID 3994,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
6746-WAUWT,1,United States,California,Salida,95368,"37.713152, -121.08739",37.713152,-121.08739,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,No,0,41,4431,,3995,numeric,Numeric: ID 3995,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
0428-IKYCP,1,United States,California,Sonora,95370,"37.982716, -120.343732",37.982716,-120.343732,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,0,49,5233,,3996,numeric,Numeric: ID 3996,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2187-PKZAY,1,United States,California,Stevinson,95374,"37.316807, -120.855753",37.316807,-120.855753,Male,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,0,71,2968,,3997,numeric,Numeric: ID 3997,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
4003-OCTMP,1,United States,California,Tracy,95376,"37.680968, -121.446049",37.680968,-121.446049,Female,No,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,0,24,5191,,3998,numeric,Numeric: ID 3998,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
6652-YFFJO,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,Female,No,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,0,80,2775,,3999,numeric,Numeric: ID 3999,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7225-IILWY,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,Male,No,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,0,26,5434,,4000,numeric,Numeric: ID 4000,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
5248-RPYWW,1,United States,California,Turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0,49,4606,,4001,numeric,Numeric: ID 4001,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
7923-IYJWY,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,Male,Yes,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,0,60,5896,,4002,numeric,Numeric: ID 4002,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
3170-GWYKC,1,United States,California,Vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,Female,No,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,0,62,5926,,4003,numeric,Numeric: ID 4003,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
9830-ECLEN,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Male,No,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,0,45,4704,,4004,numeric,Numeric: ID 4004,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2668-TZSPS,1,United States,California,Santa Rosa,95403,"38.488431, -122.752839",38.488431,-122.752839,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0,51,2664,,4005,numeric,Numeric: ID 4005,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
7446-SFAOA,1,United States,California,Santa Rosa,95407,"38.394091, -122.739814",38.394091,-122.739814,Female,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,No,0,20,5707,,4006,numeric,Numeric: ID 4006,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
9522-ZSINC,1,United States,California,Santa Rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,No,0,24,2252,,4007,numeric,Numeric: ID 4007,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
8234-GSZYK,1,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,Male,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,No,0,51,3881,,4008,numeric,Numeric: ID 4008,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
6505-OZNPG,1,United States,California,Annapolis,95412,"38.731055, -123.316553",38.731055,-123.316553,Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,No,0,48,3909,,4009,numeric,Numeric: ID 4009,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
6164-HAQTX,1,United States,California,Boonville,95415,"39.025867, -123.381544",39.025867,-123.381544,Male,No,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,0,76,4094,,4010,numeric,Numeric: ID 4010,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7765-LWVVH,1,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,No,0,25,5584,,4011,numeric,Numeric: ID 4011,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
1658-TJVOA,1,United States,California,Cazadero,95421,"38.578807, -123.19338",38.578807,-123.19338,Female,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,0,79,4716,,4012,numeric,Numeric: ID 4012,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
0953-LGOVU,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,Male,No,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,0,75,2562,,4013,numeric,Numeric: ID 4013,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
4692-NNQRU,1,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No,0,24,4900,,4014,numeric,Numeric: ID 4014,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
7742-MYPGI,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,0,45,4538,,4015,numeric,Numeric: ID 4015,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
9619-GSATL,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",39.756049,-123.358701,Female,No,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,No,0,48,3350,,4016,numeric,Numeric: ID 4016,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
5622-UEJFI,1,United States,California,Duncans Mills,95430,"38.445603, -123.063756",38.445603,-123.063756,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,No,0,38,5070,,4017,numeric,Numeric: ID 4017,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
0674-DGMAQ,1,United States,California,Elk,95432,"39.108252, -123.645121",39.108252,-123.645121,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,0,77,5804,,4018,numeric,Numeric: ID 4018,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
6203-HBZPA,1,United States,California,Forestville,95436,"38.499302, -122.92444",38.499302,-122.92444,Male,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,0,36,5380,,4019,numeric,Numeric: ID 4019,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
0484-FFVBJ,1,United States,California,Fort Bragg,95437,"39.455555, -123.683979",39.455555,-123.683979,Male,No,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,0,29,4895,,4020,numeric,Numeric: ID 4020,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
0301-FIDRB,1,United States,California,Fulton,95439,"38.493888, -122.777141",38.493888,-122.777141,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,0,32,6107,,4021,numeric,Numeric: ID 4021,7046,"Partners, No Dependents, High Tenure",7048,"Diverse Customer Base, Varying Tenure"
4139-JPIAM,1,United States,California,Geyserville,95441,"38.731771, -123.064272",38.731771,-123.064272,Male,No,No,No,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No,0,62,6087,,4022,numeric,Numeric: ID 4022,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
2181-TIDSV,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,Male,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No,0,70,6492,,4023,numeric,Numeric: ID 4023,7045,"Mixed Demographics, Dependents, Moderate Tenure",7048,"Diverse Customer Base, Varying Tenure"
2761-XECQW,1,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,Male,Yes,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,No,0,68,2560,,4024,numeric,Numeric: ID 4024,7047,"Balanced Demographics, Moderate Low Tenure",7048,"Diverse Customer Base, Varying Tenure"
